Gene,Th_1,Th_2,Th_3,Th_4,Th_5,Am_1,Am_2,Am_3,Am_4,Am_5
Katnal2,0,1,1,0,2,1,0,2,0,0
Katnb1,5,4,3,2,2,6,4,8,9,5
Katnbl1,0,0,0,1,0,1,4,1,0,1
Katnip,5,12,4,7,4,14,12,7,16,8
Kazald1,0,0,0,0,1,0,0,0,0,0
Kazn,3,3,2,1,1,8,6,8,11,11
Kbtbd11,4,7,3,2,4,13,15,19,25,6
Kbtbd12,0,0,0,0,0,1,0,0,0,0
Kbtbd2,3,7,4,7,2,10,18,10,14,4
Kbtbd3,1,2,0,0,0,2,2,1,2,1
Kbtbd4,3,2,1,0,0,0,2,5,1,0
Kbtbd6,0,1,0,0,0,2,0,0,0,0
Kbtbd7,3,5,2,3,3,16,21,10,21,7
Kbtbd8,0,1,0,0,0,0,0,1,0,1
Kcmf1,0,6,2,1,2,7,6,5,7,2
Kcna1,2,6,0,0,1,9,6,4,18,16
Kcna2,14,40,9,16,6,54,55,30,68,42
Kcna3,5,1,0,1,2,4,3,7,1,3
Kcna4,4,5,3,1,2,5,5,6,9,4
Kcna5,3,11,2,1,1,11,27,13,18,10
Kcna6,1,3,3,4,2,12,24,8,17,12
Kcnab1,5,12,3,3,3,18,20,9,28,23
Kcnab2,9,23,19,14,17,62,54,46,73,48
Kcnab3,2,4,5,0,2,6,10,17,21,11
Kcnab3os,0,0,0,0,0,0,0,0,0,1
Kcnb1,64,87,58,73,44,159,98,118,155,119
Kcnb2,7,11,0,8,1,25,22,21,22,9
Kcnc1,16,38,19,12,13,85,89,52,74,76
Kcnc2,11,19,3,6,4,31,24,23,36,30
Kcnc3,12,29,6,10,11,30,59,24,45,34
Kcnc4,3,11,2,4,2,8,9,8,11,9
Kcnd1,2,0,1,0,0,0,4,0,2,3
Kcnd2,3,1,0,2,0,5,3,1,5,3
Kcnd3,18,30,15,6,5,43,54,28,63,43
Kcnd3os,0,0,0,0,0,0,0,0,1,0
Kcne1l,0,1,0,0,0,1,2,2,0,1
Kcne2,0,2,1,1,1,1,0,0,2,2
Kcnf1,1,1,0,0,0,1,2,1,8,1
Kcng1,1,0,0,0,0,1,0,0,1,0
Kcng2,0,0,0,0,0,1,0,0,1,0
Kcng3,0,1,0,1,0,0,0,0,0,0
Kcng4,1,3,0,1,0,1,12,8,4,4
Kcnh1,0,3,1,2,1,4,13,2,7,6
Kcnh2,10,11,1,12,1,19,29,20,38,27
Kcnh3,0,0,0,0,0,1,0,0,0,0
Kcnh4,0,0,1,0,0,0,0,0,0,0
Kcnh5,3,3,1,2,1,11,9,14,17,10
Kcnh6,1,4,2,2,0,3,7,11,8,1
Kcnh7,2,8,3,1,0,24,25,10,18,15
Kcnh8,0,0,0,0,0,1,1,1,0,0
Kcnip1,4,6,2,4,2,21,37,15,21,21
Kcnip2,0,3,0,4,1,15,10,8,14,11
Kcnip3,9,16,4,3,4,27,53,23,41,32
Kcnip4,0,4,2,1,1,5,13,8,6,2
Kcnj10,9,16,4,3,3,30,33,35,51,21
Kcnj11,2,0,0,0,0,2,1,1,4,1
Kcnj12,2,0,0,0,0,2,2,2,1,3
Kcnj14,1,0,0,2,2,2,0,2,1,1
Kcnj2,6,1,1,0,2,5,7,0,5,4
Kcnj3,3,4,0,3,0,7,10,8,9,5
Kcnj4,0,0,0,0,1,0,0,0,0,0
Kcnj5,2,5,2,1,1,4,7,0,4,8
Kcnj6,3,2,3,1,1,17,11,8,13,13
Kcnj8,0,0,1,0,0,0,0,0,0,0
Kcnj9,3,5,4,4,1,13,7,7,17,13
Kcnk1,3,2,2,1,0,3,9,3,6,5
Kcnk10,0,1,0,1,0,0,1,1,0,0
Kcnk12,0,0,0,0,1,0,1,1,0,0
Kcnk15,0,0,0,0,0,1,0,0,0,0
Kcnk2,0,2,0,2,0,2,3,0,5,1
Kcnk3,4,7,4,4,2,6,16,18,16,7
Kcnk4,0,0,0,0,0,1,1,0,0,1
Kcnk9,5,19,2,4,7,17,21,10,11,17
Kcnma1,27,44,20,18,5,64,165,83,105,89
Kcnmb1,0,2,0,0,0,1,0,0,0,0
Kcnmb2,0,0,0,1,0,1,0,0,1,0
Kcnmb3,0,0,0,0,0,1,0,0,0,0
Kcnmb4,0,1,0,0,1,1,1,1,2,1
Kcnn1,0,1,0,0,0,4,2,0,3,1
Kcnn2,1,2,0,2,2,2,9,2,8,4
Kcnn3,0,4,0,1,0,2,4,0,2,1
Kcnq1,0,0,0,0,0,0,0,1,0,0
Kcnq1ot1,9,30,4,3,5,37,77,25,16,11
Kcnq2,12,16,9,6,6,25,34,24,28,24
Kcnq3,1,7,2,4,3,11,11,8,10,13
Kcnq4,0,0,1,0,2,2,0,3,0,1
Kcnq5,0,0,0,0,1,0,1,0,2,1
Kcnrg,0,0,0,0,0,0,1,0,0,0
Kcns1,1,0,0,0,0,0,0,0,0,0
Kcns2,1,0,1,1,0,0,5,0,1,1
Kcns3,0,0,1,1,0,0,0,0,0,0
Kcnt1,4,6,1,1,0,4,9,1,6,5
Kcnt2,1,0,0,0,0,0,1,0,1,0
Kcnu1,0,0,0,0,0,0,1,0,1,0
Kcnv2,13,21,14,9,7,24,14,23,53,16
Kcp,0,0,0,0,0,0,0,1,0,0
Kctd1,6,7,3,2,3,10,18,14,17,8
Kctd10,0,0,0,2,1,2,3,1,7,2
Kctd11,0,2,0,0,0,1,0,2,0,0
Kctd12,1,3,1,3,0,3,4,4,9,3
Kctd12b,0,2,0,0,0,1,0,0,0,0
Kctd13,1,3,1,2,0,2,5,7,8,5
Kctd14,0,0,0,0,0,0,1,0,0,0
Kctd15,1,4,2,3,0,6,7,5,8,6
Kctd16,1,3,0,1,2,6,8,7,9,4
Kctd17,6,4,0,5,2,5,7,12,14,14
Kctd18,1,3,1,0,1,1,4,1,0,0
Kctd19,0,0,0,0,0,0,0,0,1,0
Kctd2,0,2,1,0,1,4,0,3,4,5
Kctd20,5,9,2,5,2,6,15,12,16,3
Kctd21,1,2,0,0,0,3,7,7,3,2
Kctd3,3,6,2,4,3,11,12,6,16,11
Kctd4,0,0,0,0,0,1,1,0,0,1
Kctd5,0,1,2,0,0,0,4,1,4,0
Kctd6,0,0,2,1,0,5,3,3,2,5
Kctd7,0,1,1,5,0,2,6,2,6,4
Kctd8,1,3,2,0,3,8,6,8,8,12
Kctd9,1,1,1,0,0,0,1,1,1,0
Kdelr1,1,1,0,2,0,7,5,7,7,9
Kdelr2,1,2,2,0,0,3,5,1,3,1
Kdf1,0,0,0,0,0,1,1,1,0,0
Kdm1a,8,12,6,4,3,10,19,15,30,17
Kdm1b,0,4,1,0,0,1,4,3,9,1
Kdm2a,6,15,18,7,3,41,30,36,43,35
Kdm2b,3,1,0,0,0,4,4,3,5,10
Kdm3a,2,7,3,6,0,13,22,7,16,16
Kdm3b,10,17,15,12,6,41,46,42,57,31
Kdm4a,11,10,4,7,2,24,15,21,32,34
Kdm4b,7,4,5,6,5,18,25,16,23,27
Kdm4c,5,4,4,3,6,10,12,9,24,12
Kdm4d,0,0,0,0,0,1,0,0,0,0
Kdm5a,2,11,4,0,1,15,10,12,16,16
Kdm5b,16,22,8,21,8,56,58,51,64,52
Kdm5c,12,16,10,12,10,28,34,44,44,30
Kdm5d,4,5,3,0,1,11,16,10,2,2
Kdm6a,2,11,1,0,2,7,7,3,9,4
Kdm6b,10,34,12,12,7,45,58,40,44,49
Kdm7a,5,14,0,8,5,26,32,20,18,20
Kdm8,0,1,0,0,0,1,1,1,1,0
Kdr,14,26,10,5,9,34,72,51,78,47
Kdsr,2,4,2,2,0,6,5,5,8,3
Keap1,1,1,2,2,0,2,5,2,7,4
Kera,0,0,0,0,0,0,1,0,0,0
Khdc4,3,4,0,1,2,8,9,3,15,7
Khdrbs1,0,7,4,2,3,19,9,15,20,21
Khdrbs2,0,1,0,0,0,2,2,0,5,3
Khdrbs3,6,14,6,1,3,29,28,20,19,24
Khk,0,0,0,0,0,0,2,1,1,2
Khnyn,2,2,1,0,1,4,3,1,4,1
Khsrp,12,14,4,9,17,29,28,33,39,36
Kidins220,26,42,14,19,14,70,71,60,87,48
Kif11,1,0,0,0,0,0,0,0,0,0
Kif13a,4,7,3,2,0,6,17,7,15,5
Kif13b,3,2,1,2,0,8,4,4,11,0
Kif14,0,0,0,0,0,2,0,0,0,1
Kif16b,0,0,0,0,1,2,4,1,4,2
Kif17,0,0,0,0,1,2,0,0,2,1
Kif18a,0,0,0,0,0,0,1,0,0,0
Kif19a,0,0,0,0,0,0,0,1,0,0
Kif1a,120,185,80,114,52,321,279,302,427,316
Kif1b,50,90,47,54,45,176,142,163,214,152
Kif1c,1,4,2,4,0,4,2,7,5,4
Kif21a,14,16,13,9,11,35,38,42,50,42
Kif21b,17,28,15,13,5,53,41,36,45,41
Kif22,0,0,0,0,0,0,1,0,1,0
Kif23,0,0,0,0,0,0,1,0,0,0
Kif24,0,0,0,0,0,0,1,2,1,0
Kif26a,1,1,0,2,0,0,0,4,3,1
Kif26b,6,11,7,3,2,12,24,13,32,18
Kif27,0,0,0,0,0,0,0,0,1,0
Kif2a,7,13,4,5,4,21,18,16,22,13
Kif3a,5,10,9,4,7,9,8,13,13,12
Kif3b,6,4,2,6,3,12,14,9,13,13
Kif3c,6,8,7,8,9,26,25,20,27,30
Kif4,0,1,0,1,0,1,0,0,0,0
Kif5a,20,30,12,17,20,47,53,44,53,52
Kif5b,3,10,4,3,2,14,15,12,22,19
Kif5c,16,38,15,17,12,64,50,43,67,71
Kif7,0,0,0,0,0,0,0,0,1,0
Kif9,0,0,0,0,0,0,0,0,0,1
Kifap3,7,14,11,9,6,36,29,24,34,36
Kifbp,3,8,2,9,4,22,17,22,16,18
Kifc1,0,0,0,0,0,0,0,1,0,0
Kifc2,8,8,2,5,0,19,12,13,17,16
Kifc3,0,1,0,0,0,2,1,0,1,0
Kin,0,0,0,0,0,0,0,1,2,1
Kirrel,7,6,4,4,4,17,31,20,26,17
Kirrel2,0,0,1,0,0,0,1,0,1,0
Kirrel3,7,9,3,5,0,13,11,12,26,12
Kirrel3os,0,0,0,0,0,0,2,0,0,0
Kiss1r,0,0,0,1,0,0,0,1,0,0
Kit,1,4,0,1,1,3,5,2,6,2
Kitl,3,5,1,1,0,3,0,5,5,5
Kiz,0,0,0,1,0,0,0,2,2,1
Kl,0,2,0,0,0,2,2,1,1,1
Klb,0,0,0,0,0,1,0,0,0,0
Klc1,17,34,14,14,7,59,45,38,52,55
Klc2,11,8,11,7,3,28,25,20,38,26
Klc3,3,1,1,0,1,2,1,5,7,2
Klc4,1,3,0,4,1,3,3,8,4,3
Klf1,0,0,0,0,0,0,0,1,0,0
Klf10,0,1,1,2,1,3,2,2,3,1
Klf11,1,2,0,0,0,3,7,0,5,1
Klf12,10,20,6,9,3,34,59,26,54,29
Klf13,9,15,4,5,4,14,12,20,22,23
Klf15,0,0,0,0,0,4,1,2,3,2
Klf16,1,2,0,1,1,2,2,5,2,4
Klf3,0,2,1,5,1,7,10,6,9,3
Klf4,1,0,0,1,0,1,0,0,0,1
Klf5,0,0,1,0,0,0,1,0,0,0
Klf6,1,6,1,0,1,4,3,1,6,1
Klf7,2,6,1,6,2,5,6,8,14,4
Klf8,0,0,0,0,0,2,0,0,1,0
Klf9,9,16,14,7,7,33,21,33,38,30
Klhdc1,2,2,2,1,0,6,3,3,6,4
Klhdc10,2,10,5,6,2,6,14,6,14,13
Klhdc2,1,7,1,1,1,10,14,6,15,9
Klhdc3,5,11,8,3,1,14,22,15,25,24
Klhdc4,0,0,0,0,0,0,1,1,1,0
Klhdc8a,5,9,1,2,2,13,27,23,26,17
Klhdc8b,0,3,3,4,3,4,4,3,9,3
Klhdc9,0,1,0,0,0,0,0,0,0,0
Klhl1,2,1,1,1,0,2,1,2,0,1
Klhl11,6,4,6,7,5,20,19,9,22,8
Klhl12,0,5,2,2,0,8,5,4,2,7
Klhl13,3,1,2,2,3,7,7,3,4,6
Klhl14,0,0,0,0,0,0,1,0,0,0
Klhl15,1,2,1,1,0,4,4,0,10,8
Klhl17,1,1,3,1,2,4,5,2,3,1
Klhl18,9,8,6,8,8,24,17,20,17,14
Klhl2,0,1,6,0,1,5,8,9,3,1
Klhl20,0,2,0,4,0,5,5,3,2,3
Klhl21,1,1,1,1,1,0,4,2,4,1
Klhl22,1,7,3,5,4,6,9,4,16,9
Klhl23,2,2,1,1,0,2,2,0,5,5
Klhl24,10,24,4,6,5,26,35,27,35,25
Klhl25,1,0,0,0,0,0,1,2,2,0
Klhl26,0,1,1,1,2,4,3,7,7,4
Klhl28,1,7,1,1,0,7,11,5,6,5
Klhl29,3,4,5,3,1,7,6,7,19,6
Klhl3,1,5,1,3,2,8,12,7,11,7
Klhl30,0,0,0,0,0,0,0,1,0,0
Klhl32,0,2,3,0,0,7,5,6,11,3
Klhl33,2,1,0,1,0,2,3,4,3,1
Klhl34,1,8,0,3,0,6,6,5,6,5
Klhl35,0,0,1,0,0,0,1,0,1,0
Klhl36,0,0,0,0,1,3,3,2,4,1
Klhl38,0,0,0,1,0,0,1,0,0,0
Klhl4,0,0,0,0,0,1,0,0,1,0
Klhl42,0,3,1,2,1,3,6,5,4,7
Klhl5,2,3,2,0,0,7,6,6,3,4
Klhl7,3,4,2,5,0,8,7,13,8,3
Klhl8,2,2,2,0,3,5,4,5,10,10
Klhl9,8,7,5,6,4,21,24,22,25,19
Klra2,0,0,0,0,1,0,0,0,0,0
Klrg2,0,1,0,1,0,1,0,0,0,0
Kmt2a,36,60,26,27,13,101,159,77,109,82
Kmt2b,9,20,5,5,3,21,29,32,31,36
Kmt2c,32,77,20,23,13,84,108,43,106,64
Kmt2d,65,82,45,52,29,202,159,173,247,146
Kmt2e,18,37,13,11,8,57,82,49,71,46
Kmt5a,0,2,1,1,1,2,2,1,5,2
Kmt5b,3,8,1,1,1,11,12,9,14,12
Kmt5c,2,8,6,3,0,8,8,8,5,7
Kndc1,4,5,1,5,2,7,11,5,8,13
Knl1,1,0,0,0,0,0,0,0,0,0
Knop1,1,3,0,1,0,2,3,5,7,2
Knstrn,0,0,0,0,0,0,1,0,0,0
Kpna1,4,10,6,6,4,11,19,9,15,8
Kpna2,0,0,1,0,1,2,0,1,3,0
Kpna3,3,5,2,4,4,8,12,7,15,6
Kpna4,6,12,3,8,3,22,31,22,31,27
Kpna6,16,14,7,8,2,25,27,17,25,24
Kpnb1,6,20,6,8,7,22,28,19,37,26
Kptn,2,4,0,0,1,2,5,1,7,4
Kras,6,9,4,4,1,14,18,10,16,13
Krba1,3,18,5,9,5,28,47,17,28,10
Krcc1,0,0,0,0,0,0,0,0,0,1
Kremen1,1,2,5,4,0,7,15,8,8,0
Kri1,0,1,1,0,1,0,2,0,1,1
Krit1,5,8,3,1,4,7,17,11,6,8
Krr1,3,4,1,0,1,2,3,6,1,4
Krt10,0,0,0,0,0,0,1,1,0,0
Krt18,1,1,1,1,2,0,3,3,4,2
Krt222,2,1,0,0,0,3,3,0,1,5
Krt77,0,0,0,0,0,0,1,1,0,0
Krtcap2,0,0,1,2,1,0,1,2,1,1
Krtcap3,0,0,0,0,0,1,0,1,0,0
Ksr1,7,3,1,2,3,19,23,11,21,14
Ksr2,8,19,6,5,0,19,23,18,27,10
Kti12,0,0,0,0,0,1,0,0,1,1
Ktn1,2,4,4,1,4,14,15,4,10,3
Kxd1,0,1,0,1,1,4,3,1,3,4
Ky,0,1,0,1,1,1,1,1,1,3
Kyat1,1,1,0,0,0,1,1,2,2,2
Kyat3,1,0,0,1,0,1,0,0,1,0
Kynu,0,0,0,0,0,0,1,0,0,2
L1cam,16,23,15,14,5,26,36,28,52,38
L2hgdh,0,0,0,0,0,2,2,0,0,2
L3hypdh,0,1,0,0,0,1,0,1,1,0
L3mbtl1,0,1,1,0,0,1,0,2,1,3
L3mbtl2,0,4,1,1,0,3,2,7,4,1
L3mbtl3,1,2,0,1,0,3,5,5,6,5
L3mbtl4,0,0,0,1,0,1,3,1,2,1
LTO1,1,0,0,0,1,0,3,0,2,2
Lacc1,0,0,0,0,0,0,0,0,1,0
Lactb,0,0,0,0,0,0,1,1,4,1
Lactb2,1,3,1,0,0,0,1,2,0,1
Lactbl1,3,10,6,2,0,6,27,19,13,2
Lad1,0,1,0,0,0,0,0,0,0,0
Lag3,0,0,0,0,0,0,1,0,1,0
Lage3,0,0,1,0,0,2,3,1,0,0
Lama1,0,3,0,1,0,5,2,4,3,7
Lama2,0,2,0,2,0,0,1,1,1,2
Lama3,0,0,0,0,0,0,1,0,0,2
Lama4,0,0,2,0,0,0,1,2,0,2
Lama5,1,2,0,1,2,2,8,6,7,3
Lamb1,0,3,2,5,4,5,4,7,5,5
Lamb2,4,1,2,0,1,2,2,7,7,4
Lamc1,1,4,1,2,1,15,10,12,14,9
Lamc2,1,1,0,0,0,1,2,0,0,0
Lamc3,1,1,0,0,2,3,1,1,6,3
Lamp1,6,13,4,5,11,18,30,21,39,32
Lamp2,2,10,5,3,0,13,18,9,17,5
Lamp3,1,0,0,0,0,0,0,0,0,0
Lamp5,16,16,6,6,15,47,53,21,64,44
Lamtor1,3,0,1,0,1,2,1,2,4,3
Lamtor2,0,0,0,0,0,2,1,2,0,2
Lamtor3,0,1,1,0,0,2,2,0,1,0
Lamtor4,0,0,0,0,0,1,0,1,0,0
Lamtor5,1,2,0,0,1,1,0,2,2,2
Lancl1,4,7,2,7,2,12,12,8,18,8
Lancl2,3,4,5,2,1,13,18,13,22,16
Lancl3,0,0,0,0,0,0,1,1,2,1
Lap3,0,1,0,0,1,0,1,0,2,1
Laptm4a,3,9,2,2,2,4,12,9,20,5
Laptm4b,6,7,13,12,3,24,25,19,37,13
Laptm5,0,0,2,0,0,1,0,1,1,0
Large1,2,7,5,3,4,9,13,7,16,8
Large2,0,1,0,0,0,0,1,0,0,0
Larp1,13,24,16,8,9,46,46,35,51,30
Larp1b,0,1,0,0,1,1,3,0,0,1
Larp4,3,4,9,3,0,10,13,4,10,3
Larp4b,16,17,9,14,3,28,37,22,37,21
Larp6,2,3,0,3,1,3,4,5,6,3
Larp7,0,0,0,0,0,1,1,1,1,1
Lars,1,2,1,2,1,2,6,7,9,0
Lars2,1036,1809,989,997,612,3069,2880,2415,4180,2451
Las1l,1,4,2,2,0,6,6,3,5,7
Lasp1,5,10,5,3,2,26,23,33,32,26
Lat,0,1,0,0,0,0,0,0,0,0
Lat2,0,0,0,0,0,0,0,1,0,0
Lats1,6,13,5,10,4,26,34,17,27,13
Lats2,0,0,0,3,1,2,1,3,4,2
Layn,0,0,0,0,0,0,0,0,1,0
Lbh,3,12,7,9,8,33,26,34,47,29
Lbhd1,4,4,6,6,0,5,4,2,7,3
Lbhd2,0,1,0,0,0,0,1,0,0,0
Lbp,0,0,0,0,0,1,1,0,0,0
Lbr,0,4,2,0,1,3,2,1,7,5
Lca5,0,3,0,4,0,6,3,2,2,3
Lca5l,0,0,0,0,0,1,0,0,1,0
Lcat,0,0,0,0,0,0,0,1,0,0
Lck,1,0,0,0,0,1,0,0,0,0
Lclat1,4,3,0,1,0,3,4,5,8,2
Lcmt1,0,0,4,1,0,2,4,2,5,2
Lcmt2,0,1,1,1,0,2,4,6,3,1
Lcn2,0,0,0,0,0,0,0,1,0,0
Lcor,1,6,1,2,2,10,14,7,13,4
Lcorl,1,3,3,1,0,6,6,5,7,2
Lcp1,0,0,0,0,0,0,0,1,0,1
Lct,0,1,0,1,0,1,1,0,1,1
Ldah,0,2,0,1,1,4,1,8,5,2
Ldb1,15,25,13,8,3,25,39,42,51,28
Ldb2,0,6,3,1,0,6,12,8,3,8
Ldb3,0,0,0,0,0,0,0,1,0,0
Ldha,13,17,15,18,6,40,36,40,48,34
Ldhb,3,2,1,3,2,7,10,5,28,8
Ldhb-ps,0,2,0,0,0,0,0,0,1,0
Ldhd,0,1,0,0,0,0,1,0,0,0
Ldlr,1,5,2,1,3,3,6,3,6,6
Ldlrad3,0,8,1,0,1,4,10,6,11,2
Ldlrad4,0,1,1,1,2,2,5,2,2,7
Ldlrap1,0,0,0,0,0,1,1,0,2,0
Lef1,1,0,2,0,1,0,4,3,1,1
Lekr1,0,2,0,0,0,1,2,2,0,0
Lemd1,0,1,0,0,0,0,1,0,1,0
Lemd2,2,2,1,0,3,1,7,1,3,1
Lemd3,1,5,1,0,0,3,6,3,6,6
Leng1,0,1,1,1,1,2,3,2,2,0
Leng8,11,13,3,2,2,19,26,12,15,12
Leng9,0,1,0,1,1,2,2,1,0,0
Leo1,2,1,0,0,0,2,6,3,3,6
Leprot,0,1,0,0,0,0,1,1,0,0
Leprotl1,1,3,0,1,0,8,6,9,10,9
Letm1,6,9,2,0,3,15,12,14,16,11
Letm2,1,5,3,2,3,6,4,3,8,5
Letmd1,2,2,1,1,0,9,10,4,5,6
Lfng,0,2,1,0,0,0,5,2,2,0
Lgals1,1,0,0,0,0,1,0,1,1,1
Lgals12,0,1,0,0,0,0,0,0,1,0
Lgals3,0,0,0,0,0,0,0,0,0,3
Lgals3bp,0,1,2,2,1,1,2,1,0,1
Lgals4,0,0,0,0,0,0,1,1,0,0
Lgals8,1,1,1,1,0,1,2,5,0,0
Lgals9,1,0,0,0,0,2,1,1,1,2
Lgalsl,5,8,10,11,5,20,9,8,22,12
Lgi1,0,2,1,2,1,3,1,0,1,1
Lgi2,2,3,0,0,0,2,0,4,5,0
Lgi3,4,9,8,2,2,7,0,8,9,5
Lgi4,0,1,0,0,0,1,2,3,1,1
Lgmn,2,5,3,5,5,11,8,13,19,20
Lgr4,5,5,5,3,2,9,19,8,21,15
Lgr5,7,18,7,5,6,28,65,17,42,17
Lhcgr,0,1,0,0,0,0,0,0,0,0
Lhfp,2,5,1,2,3,14,15,9,14,12
Lhfpl2,1,6,2,2,2,12,10,8,6,5
Lhfpl3,1,3,2,2,0,5,4,4,10,4
Lhfpl4,2,5,7,6,5,11,12,12,16,20
Lhfpl5,0,0,1,0,0,0,1,1,0,0
Lhpp,1,1,1,1,1,5,4,1,3,1
Lhx1,0,0,0,0,0,1,0,0,1,0
Lhx1os,1,0,0,0,0,0,0,0,0,0
Lhx2,1,7,2,3,0,7,17,8,17,7
Lhx3,0,0,0,0,0,0,1,2,2,0
Lhx4,2,1,0,2,0,1,11,9,10,0
Lhx9,4,2,0,1,0,2,5,4,7,3
Lias,2,3,1,2,0,2,6,1,7,2
Lifr,11,13,1,3,5,21,22,15,21,18
Lig1,2,0,0,3,1,4,2,4,5,4
Lig3,0,4,0,4,0,6,10,7,8,8
Lig4,2,0,0,1,0,1,4,1,1,2
Lima1,1,1,2,0,0,2,5,10,7,1
Limch1,6,7,3,3,3,10,23,9,24,15
Limd1,0,3,0,2,1,1,2,1,1,2
Limd2,0,1,0,0,1,1,4,0,5,2
Limk1,5,6,7,4,1,10,17,10,20,15
Limk2,4,3,4,5,2,4,10,10,11,8
Lims1,1,1,0,0,0,1,3,3,4,1
Lims2,0,0,0,0,0,0,0,0,0,2
Lin28a,0,0,0,0,0,1,0,0,0,0
Lin28b,0,0,1,0,0,0,0,0,1,0
Lin37,1,1,0,0,1,2,1,2,0,6
Lin52,2,0,0,1,1,0,3,4,1,0
Lin54,1,1,1,1,0,3,4,2,2,2
Lin7a,4,9,3,6,3,18,26,23,15,18
Lin7b,0,0,0,0,0,0,1,0,2,0
Lin7c,6,4,3,3,1,5,14,8,13,9
Lin9,1,0,0,1,1,1,1,0,1,1
Lingo1,7,14,4,3,2,32,21,31,34,19
Lingo2,1,3,0,2,0,12,7,2,9,9
Lingo3,3,8,4,2,6,17,27,11,29,16
Lingo4,1,1,2,0,0,1,2,0,1,0
Lins1,1,2,1,0,0,0,3,1,2,1
Lipa,0,0,0,3,0,3,5,2,5,2
Lipe,0,1,0,0,1,2,0,4,3,4
Lipg,0,1,1,0,1,0,4,1,1,0
Liph,0,1,0,0,0,0,0,0,0,0
Lipo2,0,0,0,0,0,0,1,0,0,0
Lipo3,0,1,0,0,0,1,0,0,1,1
Lipt1,0,0,0,0,0,2,0,0,1,3
Lipt2,0,1,0,0,0,0,0,0,1,1
Litaf,0,0,0,0,0,0,2,1,0,2
Lix1,0,0,0,0,0,0,0,1,0,0
Lix1l,1,4,3,2,1,4,9,4,5,5
Llgl1,0,2,3,1,2,4,8,11,12,9
Llgl2,1,2,1,4,1,8,2,7,6,2
Lman1,7,9,5,6,2,8,24,11,16,11
Lman1l,0,0,0,0,0,1,0,0,0,2
Lman2,5,12,0,5,0,21,8,10,9,7
Lman2l,1,8,1,3,4,8,10,4,13,7
Lmbr1,2,1,1,0,0,2,4,2,4,5
Lmbr1l,3,1,0,0,0,3,2,5,4,2
Lmbrd1,4,7,3,5,1,13,11,11,13,14
Lmbrd2,8,13,2,4,1,12,16,11,2,1
Lmcd1,0,0,0,0,0,1,0,0,0,0
Lmf1,1,1,0,2,1,6,2,2,4,2
Lmf2,3,1,0,2,0,4,2,3,2,5
Lmln,1,4,1,0,1,5,8,6,6,3
Lmna,1,1,1,1,1,1,1,1,4,5
Lmnb1,1,0,0,1,1,2,0,4,2,5
Lmnb2,0,2,2,0,0,1,0,1,4,4
Lmntd1,0,0,0,0,0,0,1,0,0,1
Lmntd2,1,0,0,0,0,0,0,0,0,0
Lmo1,0,0,0,0,1,1,0,1,0,2
Lmo2,0,0,1,0,0,1,0,0,1,0
Lmo4,1,2,0,2,0,6,12,10,6,6
Lmo7,0,1,0,1,0,1,0,0,1,2
Lmod1,0,1,0,0,0,1,0,0,1,0
Lmtk2,10,30,6,12,9,40,37,51,60,35
Lmtk3,4,13,7,4,12,30,22,30,39,33
Lncenc1,0,0,0,0,0,0,0,1,0,0
Lncpint,0,3,0,3,0,3,6,3,3,4
Lncppara,1,1,0,0,0,1,0,0,0,1
Lnp1,1,1,1,0,2,4,3,3,9,4
Lnpep,11,24,6,7,4,35,44,16,52,25
Lnpk,2,2,3,1,1,8,5,4,7,5
Lnx1,2,3,1,3,0,4,7,6,13,10
Lnx2,0,2,4,0,0,4,5,5,7,1
Lonp1,1,0,0,3,0,3,1,7,4,5
Lonp2,3,2,5,2,3,4,12,7,10,14
Lonrf1,0,2,0,1,0,0,0,4,3,3
Lonrf2,24,38,20,22,12,58,63,51,90,63
Lonrf3,1,0,2,0,0,0,0,1,0,1
Lor,0,0,0,1,0,0,0,0,0,1
Lox,0,1,0,0,0,0,3,0,0,1
Loxl1,1,1,0,0,2,1,3,0,1,1
Loxl2,0,0,0,0,0,2,5,1,7,6
Loxl3,1,0,0,0,0,0,0,0,0,0
Lpar1,0,1,0,0,0,0,0,1,2,1
Lpar2,0,0,0,0,1,0,0,0,0,1
Lpar3,0,0,0,0,0,1,0,0,0,0
Lpar5,0,0,0,0,0,0,1,0,0,0
Lpar6,0,0,0,0,0,1,1,1,0,0
Lpcat1,7,5,4,5,5,14,11,12,12,7
Lpcat2,2,0,0,0,1,0,0,0,0,2
Lpcat3,0,3,0,0,0,0,3,0,0,0
Lpcat4,4,5,2,2,4,11,8,10,10,14
Lpgat1,10,16,10,6,3,25,34,18,37,21
Lpin1,0,6,2,2,2,10,8,9,17,5
Lpin2,7,8,5,6,3,10,13,6,18,21
Lpl,1,1,0,2,0,3,4,6,7,6
Lpo,0,0,0,0,0,1,0,1,0,0
Lpp,1,8,3,1,1,8,15,3,8,5
Lrat,0,1,0,0,0,2,0,0,0,0
Lratd1,1,4,0,0,1,1,4,3,3,4
Lratd2,0,4,3,5,1,12,6,8,17,5
Lrba,9,17,8,13,9,43,42,32,59,40
Lrch1,1,3,4,0,0,4,7,7,9,4
Lrch2,0,2,4,2,0,5,7,5,2,5
Lrch3,3,4,6,0,1,10,12,5,8,5
Lrfn1,2,4,1,2,2,6,10,7,13,5
Lrfn2,0,1,1,0,1,3,4,4,5,6
