"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Tusc1",2.5423613386708,2.10630446983271,1.06724589376077,1.9735887316563,0.0484285260657455,0.10431661848616
"4930565N06Rik",1.08249177050179,-2.82982067316183,1.43400781346959,-1.97336489144718,0.0484540045855277,0.104356630192253
"Gripap1",12.3728606890459,-0.678563614000575,0.343890903017303,-1.97319442895072,0.0484734149592784,0.104374831909065
"Rogdi",61.3468431003322,0.341796110825055,0.173221878315919,1.97316940647471,0.0484762647902061,0.104374831909065
"Rgl3",5.74774114165549,-0.933622786220827,0.473353308212292,-1.97235927165446,0.0485686077838412,0.10455876443582
"RP23-427F6.2",1.00509354725957,2.52459372167714,1.28006854409773,1.97223323182012,0.0485829876694812,0.104574829075829
"Gm50174",0.62422713327162,3.18575056123846,1.6154287737301,1.97207739087277,0.0486007725072417,0.104598217253982
"Gpi-ps",4.81746247108147,1.11043109333156,0.563187332275597,1.97169046548825,0.0486449527380322,0.104667467881235
"Tlcd1",0.743348111146201,3.11900120317503,1.58190486663358,1.97167432060091,0.048646796939443,0.104667467881235
"Slc26a6",5.79167110198219,-0.837499663798127,0.424825624751747,-1.97139629768692,0.0486785642075147,0.104720912925146
"Hes1",4.40550203112137,1.61793768776365,0.821029677716608,1.97062022442763,0.0487673315536974,0.10489694807872
"Prex1",13.0638307627192,0.777222653664154,0.394461351183615,1.97033917602328,0.0487995114025404,0.104951232589586
"Anks3",8.05281329029573,-0.872064136139138,0.442623009710509,-1.97021871210333,0.048813309895481,0.104965975204834
"A330040F15Rik",0.739525764601277,3.50576432147625,1.77968271690397,1.96988164697979,0.0488519362947903,0.105034094861093
"A530058N18Rik",6.52985376246535,-0.987800656193122,0.501571198608992,-1.96941263559908,0.04890572592907,0.105134792216973
"Abraxas1",3.64550788694748,-1.4038116314473,0.713271880344136,-1.96812978351256,0.0490531067532514,0.105436629431096
"Cdc45",1.07087401859142,-2.29631715320724,1.16727526734159,-1.96724561674042,0.0491549013473354,0.105640409961284
"Helq",2.89192203384952,-1.3992035516523,0.711473366092394,-1.96662815269827,0.0492260953921133,0.105778377262626
"Tm4sf1",0.73874011869437,3.85258494934914,1.95906973022736,1.96653793885225,0.049236504353732,0.105785707264833
"Fam98a",11.4079096926945,0.616449059251217,0.313644218296587,1.96544053194787,0.0493632721795823,0.106037058425264
